Log file open, 01/18/25 15:25:39
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE3C00][0000097427EC7800 52] iPhone11ProMax, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE7600][0000097427ECA000 52] iPhoneSE2, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE4200][0000097427ECC800 52] iPhone12Mini, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE4400][0000097427E82800 52] iPhone12, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE8000][0000097427ED0000 52] iPhone12Pro, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE8200][0000097427ED5000 52] iPhone12ProMax, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE8600][0000097427ED7800 52] iPhone13Mini, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE8800][0000097427EDA000 52] iPhone13, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE8C00][0000097427EDC800 52] iPhone13Pro, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE7000][0000097427EC2800 52] iPhone13ProMax, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE3200][0000097427EE0000 52] iPhoneSE3, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE8E00][0000097427EE5000 52] iPhone14, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE9000][0000097427EE7800 52] iPhone14Plus, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE9200][0000097427EEA000 52] iPhone14Pro, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE9600][0000097427EEC800 52] iPhone14ProMax, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE9800][0000097427ED2800 52] iPadPro105, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE9C00][0000097427F00000 52] iPadPro129, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE3600][0000097427F05000 52] iPadPro97, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE7C00][0000097427F07800 52] iPadPro2_129, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE9E00][0000097427F0A000 52] iPad5, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEA000][0000097427F0C800 52] iPad6, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEA200][0000097427EE2800 52] iPad7, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEA600][0000097427F10000 52] iPad8, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEA800][0000097427F15000 52] iPad9, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEAC00][0000097427F17800 52] iPad10, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE6C00][0000097427F1A000 52] iPadPro11, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE7200][0000097427F1C800 52] iPadPro2_11, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEAE00][0000097427F02800 52] iPadPro3_11, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEB000][0000097427F20000 52] iPadPro4_11, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEB200][0000097427F25000 52] iPadPro3_129, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEB600][0000097427F27800 52] iPadPro4_129, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEB800][0000097427F2A000 52] iPadPro5_129, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEBC00][0000097427F2C800 52] iPadPro6_129, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE8A00][0000097427F12800 52] AppleTV, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE7400][0000097427F30000 52] AppleTV4K, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEBE00][0000097427F35000 52] AppleTV2_4K, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEC000][0000097427F37800 52] TVOS, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BED200][0000097427F3C800 52] Mac, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BED400][0000097427F3A000 52] MacEditor, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEC400][0000097427F22800 52] MacClient, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEAA00][0000097427F40000 52] MacServer, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE9400][0000097427F47800 52] Linux, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BED600][0000097427F45000 52] LinuxEditor, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEC200][0000097427F4A000 52] LinuxArm64Editor, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE8400][0000097427F4C800 52] LinuxArm64, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEC800][0000097427F32800 52] LinuxClient, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE9A00][0000097427F50000 52] LinuxArm64Client, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEDE00][0000097427F55000 52] LinuxServer, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BE4A00][0000097427F57800 52] LinuxArm64Server, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BED000][0000097427F5A000 52] Android, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEDA00][0000097427F5C800 52] Android_Preview_OpenGL, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BECE00][0000097427F42800 52] Android_Preview_Vulkan, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEE000][0000097427F60000 52] Android_Low, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEE200][0000097427F65000 52] Android_Mid, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEE600][0000097427F67800 52] Android_High, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEE800][0000097427F6A000 52] Android_Default, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEEC00][0000097427F6C800 52] Android_Adreno4xx, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEB400][0000097427F52800 52] Android_Adreno5xx_Low, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEDC00][0000097427E70000 52] Android_Adreno5xx, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEEE00][0000097427E75000 52] Android_Adreno6xx, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEF000][0000097427E77800 52] Android_Adreno6xx_Vulkan, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEF200][0000097427E7A000 52] Android_Adreno7xx, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEF600][0000097427E7C800 52] Android_Adreno7xx_Vulkan, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEF800][0000097427F62800 52] Android_Mali_T6xx, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEFC00][0000097427F70000 52] Android_Mali_T7xx, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEBA00][0000097427F75000 52] Android_Mali_T8xx, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEA400][0000097427F77800 52] Android_Mali_G71, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427BEFE00][0000097427F7A000 52] Android_Mali_G72, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097420F1FA00][0000097427F7C800 52] Android_Mali_G72_Vulkan, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA0000][0000097427E72800 52] Android_Mali_G76, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA1200][0000097427F80000 52] Android_Mali_G76_Vulkan, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA1600][0000097427F85000 52] Android_Mali_G77, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA1800][0000097427F87800 52] Android_Mali_G77_Vulkan, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA1C00][0000097427F8A000 52] Android_Mali_G78, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA0800][0000097427F8C800 52] Android_Mali_G78_Vulkan, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA0C00][0000097427F72800 52] Android_Mali_G710, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA1E00][0000097427F90000 52] Android_Mali_G710_Vulkan, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA2000][0000097427F95000 52] Android_Xclipse_920, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA2200][0000097427F97800 52] Android_Xclipse_920_Vulkan, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA2600][0000097427F9A000 52] Android_Vulkan_SM5, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA2800][0000097427F9C800 52] Android_PowerVR_G6xxx, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA2E00][0000097427F82800 52] Android_PowerVR_GT7xxx, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA0600][0000097427FB0000 52] Android_PowerVR_GE8xxx, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA2C00][0000097427FB5000 52] Android_PowerVR_GM9xxx, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA3000][0000097427FB7800 52] Android_PowerVR_GM9xxx_Vulkan, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA3600][0000097427FBA000 52] Android_TegraK1, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA3800][0000097427FBC800 52] Android_Unknown_Vulkan, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA3E00][0000097427F92800 52] Oculus_Quest, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA2A00][0000097427FC0000 52] Oculus_Quest2, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: 	[0000097427FA0E00][0000097427FC5000 52] HoloLens, 
[2025.01.18-20.25.48:754][  0]LogDeviceProfileManager: Active device profile: [0000097427BE5400][000009741FC72800 52] WindowsEditor
[2025.01.18-20.25.48:754][  0]LogCsvProfiler: Display: Metadata set : deviceprofile="WindowsEditor"
[2025.01.18-20.25.48:755][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2025.01.18-20.25.48:755][  0]LogShaderCompilers: Display: Failed to delete old shader autogen file: ../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2025.01.18-20.25.48:756][  0]LogShaderCompilers: Display: Shader autogen file written: ../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2025.01.18-20.25.48:756][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Intermediate/ShaderAutogen/PCD3D_ES3_1/AutogenShaderHeaders.ush
[2025.01.18-20.25.48:757][  0]LogShaderCompilers: Display: Failed to delete old shader autogen file: ../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Intermediate/ShaderAutogen/PCD3D_ES3_1/AutogenShaderHeaders.ush
[2025.01.18-20.25.48:758][  0]LogShaderCompilers: Display: Shader autogen file written: ../../../../../../Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Intermediate/ShaderAutogen/PCD3D_ES3_1/AutogenShaderHeaders.ush
[2025.01.18-20.25.48:762][  0]LogTurnkeySupport: Turnkey Platform: Android: (Status=Invalid, Allowed_Sdk=r25b, Current_Sdk=, Allowed_AutoSdk=r25b, Current_AutoSdk=, Flags="Platform_InvalidHostPrerequisites", Error="Android Studio is not installed correctly.|Android SDK directory is not set correctly.")
[2025.01.18-20.25.48:762][  0]LogTurnkeySupport: Turnkey Platform: IOS: (Status=Invalid, MinAllowed_Sdk=1100.0.0.0, MaxAllowed_Sdk=1499.0, Current_Sdk=, Allowed_AutoSdk=13.3, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2025.01.18-20.25.48:762][  0]LogTurnkeySupport: Turnkey Platform: Linux: (Status=Invalid, Allowed_Sdk=v20_clang-13.0.1-centos7, Current_Sdk=, Allowed_AutoSdk=v20_clang-13.0.1-centos7, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2025.01.18-20.25.48:762][  0]LogTurnkeySupport: Turnkey Platform: LinuxArm64: (Status=Invalid, Allowed_Sdk=v20_clang-13.0.1-centos7, Current_Sdk=, Allowed_AutoSdk=v20_clang-13.0.1-centos7, Current_AutoSdk=, Flags="Platform_ValidHostPrerequisites")
[2025.01.18-20.25.48:762][  0]LogTurnkeySupport: Turnkey Platform: Win64: (Status=Valid, MinAllowed_Sdk=10.0.00000.0, MaxAllowed_Sdk=10.9.99999.0, Current_Sdk=10.0.22621.0, Allowed_AutoSdk=10.0.18362.0, Current_AutoSdk=, Flags="InstalledSdk_ValidVersionExists")
[2025.01.18-20.25.48:768][  0]LogTurnkeySupport: Running Turnkey device detection: ' -ScriptsForProject="C:/Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Theta9_finalproj.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Intermediate/TurnkeyReport_1.log" -log="C:/Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Intermediate/TurnkeyLog_1.log" -project="C:/Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Theta9_finalproj.uproject"  -Device=Win64@LAPTOP-D812RAQT'
[2025.01.18-20.25.48:768][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""C:/Program Files/Epic Games/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="C:/Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Theta9_finalproj.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Intermediate/TurnkeyReport_1.log" -log="C:/Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Intermediate/TurnkeyLog_1.log" -project="C:/Users/legol/OneDrive/Documents/Unreal Projects/Theta9_finalproj/Theta9_finalproj.uproject"  -Device=Win64@LAPTOP-D812RAQT" -nocompile -nocompileuat ]
[2025.01.18-20.25.48:884][  0]LogTexture: Display: Oodle Texture Encode Speed settings: Fast: RDO Off Lambda=0, Effort=Normal Final: RDO Off Lambda=0, Effort=Normal
